drugid,omimid
DB09026,608622
DB09026,161900
DB00749,607459
DB00749,208230
DB00749,147530
DB00749,140600
DB00749,607850
DB00749,165720
DB00218,208550
DB00424,260570
DB00424,190310
DB00424,200170
DB00424,226150
DB00424,144110
DB01214,601682
DB01214,137750
DB01214,137760
DB01085,161900
DB00527,147530
DB00640,194200
DB00641,144010
DB00354,145590
DB00647,147530
DB00104,125852
DB01427,212110
DB00477,145590
DB00477,181500
DB00169,102500
DB00169,166710
DB00169,266600
DB00210,604416
DB00796,608622
DB00796,161900
DB01072,109100
DB00917,231090
DB00714,168600
DB00714,168100
DB00468,200170
DB01129,190310
DB01129,600263
DB01129,109350
DB01222,210050
DB01222,208550
DB01222,191390
DB01222,600807
DB01222,266600
DB00763,275000
DB00686,147530
DB00915,168100
DB00915,126200
DB00915,119500
DB00611,147530
DB00480,254500
DB00221,210050
DB00221,208550
DB00221,600807
DB01062,144110
DB00489,607554
DB00489,608583
DB00428,236000
DB00131,194200
DB00969,260570
DB00889,145590
DB00248,600634
DB00642,276300
DB01156,264120
DB01156,167870
DB01156,143465
DB01170,608622
DB01170,161900
DB00278,188050
DB00451,138800
DB00451,275000
DB00451,255900
DB00451,140300
DB00899,147530
DB00255,276300
DB00232,215140
DB00191,264120
DB00191,303110
DB00191,601665
DB00465,308205
DB00465,147530
DB00882,270960
DB01244,608622
DB01244,161900
DB01063,181500
DB01241,260480
DB01241,144650
DB01241,144010
DB00963,212350
DB00963,115645
DB00659,103780
DB00819,215140
DB00819,239350
DB00819,600351
DB00819,147480
DB00819,217200
DB00819,243200
DB00623,181500
DB00938,208550
DB00938,600807
DB01395,184700
DB01395,604416
DB00297,147530
DB00246,137580
DB00246,181500
DB00514,145590
DB00514,608088
DB00136,146255
DB00136,277440
DB00136,277460
DB00187,608622
DB00187,161900
DB00366,145590
DB00366,147540
DB00448,190310
DB00448,600263
DB00448,109350
DB00241,145590
DB00241,157300
DB00998,157300
DB00846,233810
DB00596,233810
DB00290,109543
DB00290,267730
DB00290,273300
DB00290,247640
DB00290,236000
DB00290,155601
DB00290,155600
DB00704,103780
DB00325,608622
DB00325,161900
DB01232,109100
DB00315,157300
DB00975,601367
DB00499,176807
DB01260,233810
DB00310,608622
DB00310,161900
DB00230,165199
DB00230,102300
DB00230,147530
DB00324,278200
DB00308,607554
DB00308,608583
DB00321,252320
DB00321,147530
DB00321,144110
DB01229,148000
DB01229,114480
DB01229,194070
DB01394,249100
DB00947,114480
DB01041,254500
DB01041,246300
DB00865,264120
DB00865,303110
DB00865,601665
DB00010,604416
DB00622,608622
DB00622,161900
DB00925,171300
DB01677,206200
DB00352,601626
DB01120,125853
DB00939,147530
DB01058,181460
DB00179,106400
DB01551,608088
DB00637,147540
DB00995,134750
DB00342,147540
DB00193,102300
DB00193,147530
DB00470,109100
DB01623,181500
DB01002,147530
DB00636,144650
DB00652,147530
DB00707,133239
DB00394,208550
DB00394,600807
DB00750,147530
