Drug,Disease
CHEBI:28680,MONDO:0009521
CHEBI:28680,MONDO:0009539
CHEBI:28680,MONDO:0009348
CHEBI:28680,MONDO:0009122
CHEBI:15367,MONDO:0007770
CHEBI:15367,MONDO:0010159
CHEBI:15367,MONDO:0007769
CHEBI:15367,MONDO:0007899
CHEBI:15367,MONDO:0011462
CHEBI:15367,MONDO:0008420
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0010159
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0018874
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0011115
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009741
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0007190
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009975
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009521
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009539
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009348
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009122
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009994
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0009693
CHEMBL.COMPOUND:CHEMBL499458,MONDO:0008679
CHEBI:63630,MONDO:0008199
CHEBI:63630,MONDO:0008193
CHEBI:18420,MONDO:0008591
CHEBI:18420,MONDO:0007186
CHEBI:8378,MONDO:0008974
CHEBI:8378,MONDO:0010159
CHEBI:8378,MONDO:0010580
CHEBI:8378,MONDO:0007816
CHEBI:8378,MONDO:0010874
CHEBI:8378,MONDO:0021571
CHEBI:8378,MONDO:0007831
CHEMBL.COMPOUND:CHEMBL606,MONDO:0008591
CHEMBL.COMPOUND:CHEMBL606,MONDO:0007704
CHEBI:6413,MONDO:0016419
CHEBI:4445,MONDO:0007830
CHEBI:4445,OMIM:608622
CHEBI:4445,MONDO:0008071
CHEBI:17336,MONDO:0010182
CHEBI:17336,MONDO:0007272
CHEBI:8887,MONDO:0008000
CHEBI:7865,MONDO:0007830
CHEBI:8871,MONDO:0009167
CHEBI:8871,MONDO:0011953
CHEBI:8871,MONDO:0008444
CHEBI:8871,MONDO:0010340
CHEBI:8871,MONDO:0007661
CHEBI:8871,MONDO:0009851
CHEBI:8871,MONDO:0009164
CHEBI:8871,MONDO:0005090
CHEBI:63619,MONDO:0011857
CHEBI:9711,MONDO:0007782
CHEBI:9711,MONDO:0007830
CHEBI:64019,MONDO:0007201
CHEBI:64019,OMIM:608622
CHEBI:64019,MONDO:0024529
CHEBI:64019,MONDO:0008071
CHEBI:9667,MONDO:0008399
CHEBI:9667,MONDO:0008251
CHEBI:9667,MONDO:0008558
CHEBI:9667,MONDO:0008131
CHEBI:9667,MONDO:0008834
CHEBI:9667,MONDO:0007915
CHEBI:9667,MONDO:0007257
CHEBI:9667,MONDO:0007899
CHEBI:9667,MONDO:0007583
CHEBI:9667,MONDO:0009122
CHEBI:9667,MONDO:0007085
CHEBI:9667,MONDO:0007831
CHEBI:9667,MONDO:0007847
CHEBI:9605,MONDO:0012011
CHEBI:6761,MONDO:0007782
CHEBI:6761,MONDO:0010983
CHEBI:6761,MONDO:0008696
CHEBI:5100,MONDO:0007257
CHEBI:5100,MONDO:0008905
CHEBI:3996,MONDO:0008000
CHEBI:3996,MONDO:0007830
CHEBI:3996,MONDO:0010983
CHEBI:3996,MONDO:0008696
CHEBI:3996,MONDO:0008054
CHEBI:5790,MONDO:0011961
CHEBI:5790,MONDO:0007830
CHEBI:38545,MONDO:0007751
CHEBI:2972,MONDO:0007493
CHEBI:2972,MONDO:0011797
CHEBI:2972,MONDO:0008599
CHEBI:2972,MONDO:0007830
CHEBI:2972,MONDO:0021571
CHEBI:2972,MONDO:0010983
CHEBI:2972,MONDO:0007739
CHEBI:2972,MONDO:0008583
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0007190
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0009975
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0009539
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0009348
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0009122
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0008433
CHEBI:5106,MONDO:0008834
CHEBI:5106,MONDO:0010940
CHEBI:9398,MONDO:0010811
CHEBI:9398,MONDO:0007830
CHEBI:9398,MONDO:0010687
CHEBI:9398,MONDO:0008696
CHEBI:107736,MONDO:0008000
CHEBI:107736,MONDO:0007186
CHEBI:71941,MONDO:0011835
CHEBI:71941,MONDO:0008827
CHEBI:71941,MONDO:0007704
CHEBI:71941,MONDO:0011923
CHEBI:71941,MONDO:0008143
CHEBI:17347,MONDO:0008980
CHEBI:17347,MONDO:0009421
CHEBI:17347,MONDO:0016419
CHEBI:4551,MONDO:0011857
CHEBI:4551,MONDO:0012066
CHEBI:3699,MONDO:0010580
CHEBI:3699,MONDO:0009912
CHEBI:3699,MONDO:0008591
CHEBI:3699,MONDO:0007186
CHEBI:8888,MONDO:0007433
CHEBI:8888,MONDO:0008199
CHEBI:8888,MONDO:0007053
CHEBI:8888,MONDO:0008193
CHEBI:6443,MONDO:0008487
CHEBI:6443,MONDO:0007541
CHEBI:6443,MONDO:0008635
CHEBI:8412,MONDO:0011891
CHEBI:8412,MONDO:0008590
CHEBI:8412,MONDO:0020759
CHEBI:8412,MONDO:0020772
CHEBI:8412,MONDO:0011491
CHEBI:8412,MONDO:0008591
CHEBI:8412,MONDO:0011970
CHEBI:8412,MONDO:0008836
CHEBI:8412,MONDO:0011892
CHEBI:8412,MONDO:0010339
CHEBI:8412,MONDO:0007366
CHEBI:8412,MONDO:0007559
CHEBI:8412,MONDO:0009013
CHEBI:8412,MONDO:0007558
CHEBI:8412,MONDO:0007560
CHEBI:8412,MONDO:0011875
CHEBI:8412,MONDO:0009976
CHEBI:64028,MONDO:0007739
CHEBI:8245,MONDO:0008834
CHEBI:8245,MONDO:0010940
CHEBI:41977,MONDO:0010159
CHEBI:41977,MONDO:0018874
CHEBI:41977,MONDO:0007845
CHEBI:41977,MONDO:0009539
CHEBI:41977,MONDO:0009122
CHEBI:6061,MONDO:0024533
CHEBI:6061,MONDO:0007186
CHEBI:6061,MONDO:0012011
CHEBI:6061,MONDO:0008071
CHEBI:6539,MONDO:0009648
CHEBI:6539,MONDO:0008583
CHEBI:6539,MONDO:0008187
CHEBI:27504,MONDO:0007648
CHEBI:27504,MONDO:0001187
CHEBI:17026,MONDO:0009013
CHEBI:77906,MONDO:0011462
CHEBI:9588,MONDO:0008559
CHEBI:17263,MONDO:0008980
CHEBI:17263,MONDO:0010706
CHEMBL.COMPOUND:CHEMBL1200978,MONDO:0010159
CHEBI:5441,MONDO:0007455
CHEBI:5441,MONDO:0007453
CHEBI:5441,MONDO:0010894
CHEBI:5441,MONDO:0007452
CHEBI:16347,MONDO:0008919
CHEBI:50922,MONDO:0011851
CHEBI:50922,MONDO:0008000
CHEBI:50922,MONDO:0011850
CHEBI:50922,MONDO:0011847
CHEBI:50922,MONDO:0011845
CHEBI:50922,MONDO:0010253
CHEBI:17439,MONDO:0008228
CHEBI:3127,MONDO:0007201
CHEBI:3127,MONDO:0024529
CHEBI:5165,MONDO:0009399
CHEBI:5165,MONDO:0009013
CHEBI:47977,MONDO:0011835
CHEBI:47977,MONDO:0008827
CHEBI:47977,MONDO:0007704
CHEBI:47977,MONDO:0011923
CHEBI:47977,MONDO:0008143
CHEBI:9613,MONDO:0007455
CHEBI:9613,MONDO:0007453
CHEBI:9613,MONDO:0010894
CHEBI:9613,MONDO:0007452
CHEBI:41423,MONDO:0021056
CHEBI:41423,MONDO:0011835
CHEBI:41423,MONDO:0008284
CHEBI:41423,MONDO:0008827
CHEBI:41423,MONDO:0009521
CHEBI:41423,MONDO:0007612
CHEBI:41423,MONDO:0007830
CHEBI:41423,MONDO:0007704
CHEBI:41423,MONDO:0011923
CHEBI:41423,MONDO:0008143
CHEBI:50275,MONDO:0008591
CHEBI:50275,MONDO:0010853
CHEBI:50275,MONDO:0007186
CHEBI:4450,MONDO:0007450
CHEBI:4450,OMIM:304900
CHEBI:4450,MONDO:0007595
CHEBI:4450,MONDO:0010941
CHEBI:4450,MONDO:0010910
CHEMBL.COMPOUND:CHEMBL119,MONDO:0007179
CHEBI:2453,MONDO:0010001
CHEBI:4953,MONDO:0016419
CHEBI:50815,MONDO:0007541
CHEBI:50815,MONDO:0011462
CHEBI:50815,MONDO:0008635
CHEBI:4672,MONDO:0010159
CHEBI:4672,MONDO:0007964
CHEBI:4672,MONDO:0007963
CHEBI:4672,MONDO:0023122
CHEBI:4672,MONDO:0016419
CHEBI:4672,MONDO:0007648
CHEBI:86990,MONDO:0007542
CHEBI:86990,MONDO:0009648
CHEBI:86990,MONDO:0008114
CHEBI:86990,MONDO:0008187
CHEBI:86990,MONDO:0005090
CHEBI:86990,MONDO:0011846
CHEBI:46557,MONDO:0020739
CHEBI:46557,MONDO:0007057
CHEBI:46557,MONDO:0010159
CHEBI:46557,MONDO:0011183
CHEBI:46557,MONDO:0008178
CHEBI:46557,MONDO:0009693
CHEBI:46557,OMIM:605839
CHEBI:5130,MONDO:0011835
CHEBI:5130,MONDO:0007935
CHEBI:5130,MONDO:0008827
CHEBI:5130,MONDO:0018690
CHEBI:5130,MONDO:0007704
CHEBI:5130,MONDO:0011923
CHEBI:5130,MONDO:0008143
CHEBI:92607,MONDO:0008000
CHEBI:27999,MONDO:0007455
CHEBI:27999,MONDO:0007453
CHEBI:27999,MONDO:0010894
CHEBI:27999,MONDO:0007452
CHEMBL.COMPOUND:CHEMBL649,MONDO:0008590
CHEMBL.COMPOUND:CHEMBL649,MONDO:0007201
CHEMBL.COMPOUND:CHEMBL649,MONDO:0008591
CHEMBL.COMPOUND:CHEMBL649,OMIM:608622
CHEMBL.COMPOUND:CHEMBL649,MONDO:0024529
CHEMBL.COMPOUND:CHEMBL649,MONDO:0008071
CHEBI:8069,MONDO:0007365
CHEBI:8069,MONDO:0009380
CHEBI:8069,MONDO:0009379
CHEBI:8069,MONDO:0021020
CHEBI:8069,MONDO:0008822
CHEBI:8069,MONDO:0008591
CHEBI:8069,MONDO:0011990
CHEBI:8069,MONDO:0007366
CHEBI:8069,MONDO:0010634
CHEBI:8069,MONDO:0009013
CHEBI:8069,MONDO:0007745
CHEBI:8069,MONDO:0009172
CHEBI:6456,MONDO:0007830
CHEBI:7476,MONDO:0011835
CHEBI:7476,MONDO:0007885
CHEBI:7476,MONDO:0007782
CHEBI:7476,MONDO:0008000
CHEBI:7476,MONDO:0008827
CHEBI:7476,MONDO:0009648
CHEBI:7476,MONDO:0007830
CHEBI:7476,MONDO:0007583
CHEBI:7476,MONDO:0007584
CHEBI:7476,MONDO:0007704
CHEBI:7476,MONDO:0011923
CHEBI:7476,MONDO:0008143
CHEMBL.COMPOUND:CHEMBL997,MONDO:0007057
CHEMBL.COMPOUND:CHEMBL997,MONDO:0005298
CHEBI:474053,MONDO:0010939
CHEBI:49662,MONDO:0011242
CHEBI:49662,MONDO:0011835
CHEBI:49662,MONDO:0008000
CHEBI:49662,MONDO:0008827
CHEBI:49662,MONDO:0009904
CHEBI:49662,MONDO:0009519
CHEBI:49662,MONDO:0007830
CHEBI:49662,MONDO:0007583
CHEBI:49662,MONDO:0007584
CHEBI:49662,MONDO:0007704
CHEBI:49662,MONDO:0011923
CHEBI:49662,MONDO:0008143
CHEBI:38940,MONDO:0007763
CHEBI:38940,OMIM:605839
CHEBI:4681,MONDO:0011857
CHEBI:4681,MONDO:0020745
CHEBI:4681,MONDO:0012066
CHEBI:6807,MONDO:0007830
CHEBI:41774,MONDO:0018919
CHEBI:41774,MONDO:0016419
CHEBI:7627,MONDO:0007057
CHEBI:7627,MONDO:0008980
CHEBI:7627,MONDO:0008487
CHEBI:7627,MONDO:0007541
CHEBI:7627,MONDO:0011462
CHEBI:7627,MONDO:0008635
CHEBI:3485,MONDO:0008834
CHEBI:3485,MONDO:0008162
CHEBI:8249,MONDO:0011835
CHEBI:8249,MONDO:0008827
CHEBI:8249,MONDO:0007704
CHEBI:8249,MONDO:0011923
CHEBI:8249,MONDO:0008143
CHEBI:9014,MONDO:0007782
CHEBI:9014,MONDO:0007830
CHEBI:2379,OMIM:608622
CHEBI:2379,MONDO:0008071
DRUGBANK:DB01225,MONDO:0009276
DRUGBANK:DB01225,MONDO:0007954
DRUGBANK:DB01225,MONDO:0010119
DRUGBANK:DB01225,MONDO:0008559
CHEBI:4646,MONDO:0011129
CHEBI:4646,MONDO:0007664
CHEBI:4646,MONDO:0007665
CHEBI:4646,MONDO:0008071
CHEBI:63082,MONDO:0008859
CHEBI:63082,MONDO:0008834
CHEBI:63082,MONDO:0010940
CHEBI:5778,MONDO:0007057
CHEBI:5778,MONDO:0008974
CHEBI:5778,MONDO:0007450
CHEBI:5778,MONDO:0010874
CHEBI:5778,OMIM:608622
CHEBI:5778,MONDO:0008829
CHEBI:5778,MONDO:0008071
CHEBI:64312,MONDO:0011513
CHEBI:64312,MONDO:0007433
CHEBI:64312,MONDO:0007088
CHEBI:8093,MONDO:0007782
CHEBI:8093,MONDO:0007803
CHEBI:8093,MONDO:0011129
CHEBI:8093,MONDO:0011961
CHEBI:8093,MONDO:0007664
CHEBI:8093,MONDO:0007665
CHEBI:8093,MONDO:0007831
CHEBI:91766,MONDO:0010580
CHEBI:91766,MONDO:0008591
CHEBI:91766,MONDO:0010853
CHEBI:91766,MONDO:0007186
CHEBI:4638,MONDO:0007782
CHEBI:4638,MONDO:0007972
CHEBI:3011,MONDO:0007797
CHEBI:3011,OMIM:608622
CHEBI:3011,MONDO:0008071
CHEBI:50131,MONDO:0009532
CHEBI:50131,MONDO:0010978
CHEBI:267413,MONDO:0009960
CHEBI:48131,MONDO:0011462
CHEBI:6792,MONDO:0008859
CHEBI:6792,MONDO:0008834
CHEBI:6792,MONDO:0010940
CHEBI:3048,MONDO:0007433
CHEBI:3048,MONDO:0008199
CHEBI:3048,MONDO:0008193
CHEBI:2948,MONDO:0008399
CHEBI:2948,MONDO:0008558
CHEBI:2948,MONDO:0009313
CHEBI:2948,MONDO:0008842
CHEBI:2948,MONDO:0007915
CHEBI:2948,MONDO:0009688
CHEBI:2948,MONDO:0021571
CHEBI:2948,MONDO:0008049
CHEBI:2948,MONDO:0009960
CHEBI:6912,MONDO:0008233
CHEBI:5613,MONDO:0008444
CHEBI:5613,MONDO:0007661
CHEBI:5613,MONDO:0007488
CHEBI:5613,MONDO:0005090
CHEBI:2639,MONDO:0008974
CHEBI:2639,OMIM:608622
CHEBI:2639,MONDO:0008829
CHEBI:2639,MONDO:0008071
CHEBI:7903,MONDO:0020739
CHEBI:7903,MONDO:0007057
CHEBI:7903,MONDO:0010159
CHEBI:7903,MONDO:0008152
CHEBI:7903,MONDO:0007056
CHEBI:7903,MONDO:0005298
CHEBI:7903,MONDO:0008178
CHEBI:7903,MONDO:0016419
CHEBI:7903,MONDO:0009693
CHEBI:63617,MONDO:0008199
CHEBI:63617,MONDO:0008193
CHEBI:49375,MONDO:0010159
CHEBI:49375,MONDO:0009539
CHEBI:49375,MONDO:0009122
CHEMBL.COMPOUND:CHEMBL2368925,MONDO:0007782
CHEBI:10650,MONDO:0008000
CHEBI:10650,MONDO:0010253
CHEBI:87732,MONDO:0011857
CHEBI:87732,MONDO:0007140
CHEBI:87732,MONDO:0010789
CHEBI:87732,MONDO:0000914
CHEBI:87732,MONDO:0012066
CHEBI:87732,MONDO:0020671
CHEBI:50730,MONDO:0008859
CHEBI:50730,MONDO:0008834
CHEBI:50730,MONDO:0010940
CHEBI:8805,MONDO:0007455
CHEBI:8805,MONDO:0007453
CHEBI:8805,MONDO:0010894
CHEBI:8805,MONDO:0007452
CHEBI:116735,MONDO:0007830
CHEBI:116735,MONDO:0008162
CHEBI:6073,MONDO:0008364
CHEBI:6073,OMIM:608622
CHEBI:6073,MONDO:0008071
CHEBI:63638,MONDO:0010632
CHEBI:63638,MONDO:0011506
CHEBI:63638,MONDO:0009013
CHEBI:9599,MONDO:0008000
CHEBI:9599,MONDO:0011129
CHEBI:9599,MONDO:0007664
CHEBI:9599,MONDO:0010253
CHEBI:9599,OMIM:608622
CHEBI:9599,MONDO:0007665
CHEBI:9599,MONDO:0008071
CHEBI:746859,MONDO:0011129
CHEBI:746859,MONDO:0007664
CHEBI:746859,MONDO:0007665
CHEBI:746859,MONDO:0008071
CHEBI:42820,MONDO:0010732
CHEBI:42820,MONDO:0007234
CHEBI:42820,MONDO:0009030
CHEBI:5004,MONDO:0011835
CHEBI:5004,MONDO:0008827
CHEBI:5004,MONDO:0007830
CHEBI:5004,MONDO:0007704
CHEBI:5004,MONDO:0011923
CHEBI:5004,MONDO:0008143
CHEBI:4702,MONDO:0011129
CHEBI:4702,MONDO:0007664
CHEBI:4702,MONDO:0007665
CHEBI:4702,MONDO:0008071
CHEBI:6970,MONDO:0009313
CHEBI:6970,MONDO:0008834
CHEBI:6970,MONDO:0010940
CHEBI:61049,MONDO:0011292
CHEBI:51209,MONDO:0007782
CHEBI:51209,MONDO:0008834
CHEBI:51209,MONDO:0011961
CHEBI:51209,MONDO:0010940
CHEBI:4453,MONDO:0008487
CHEBI:4453,MONDO:0007541
CHEBI:4453,MONDO:0008635
CHEBI:6706,MONDO:0007661
CHEBI:6706,MONDO:0007781
CHEBI:6706,OMIM:608622
CHEBI:6706,MONDO:0008071
CHEBI:16914,MONDO:0007830
CHEBI:16914,MONDO:0011462
CHEBI:16914,MONDO:0007127
CHEBI:16914,MONDO:0007446
CHEBI:28876,MONDO:0009741
CHEBI:28876,MONDO:0009994
CHEBI:28876,MONDO:0009693
CHEBI:51141,MONDO:0010811
CHEBI:51141,MONDO:0007830
CHEBI:51141,MONDO:0008696
CHEBI:49575,MONDO:0010983
CHEBI:49575,MONDO:0009013
CHEBI:49575,MONDO:0007972
CHEBI:50841,MONDO:0005090
CHEBI:84276,MONDO:0007743
CHEBI:4814,OMIM:608622
CHEBI:4814,MONDO:0008071
DRUGBANK:DB00017,MONDO:0020739
DRUGBANK:DB00017,MONDO:0005298
DRUGBANK:DB00017,MONDO:0011183
DRUGBANK:DB00017,MONDO:0008178
CHEBI:175901,MONDO:0007763
CHEBI:175901,MONDO:0016419
CHEBI:175901,OMIM:605839
CHEBI:50885,MONDO:0009648
CHEBI:50885,MONDO:0024529
CHEBI:2611,MONDO:0009648
CHEBI:2611,MONDO:0008187
CHEBI:61033,MONDO:0008559
CHEBI:63598,MONDO:0008834
CHEBI:63598,MONDO:0008162
CHEBI:36791,MONDO:0008114
CHEBI:39548,MONDO:0007751
CHEBI:17015,MONDO:0007782
CHEBI:8024,MONDO:0007797
CHEBI:8024,MONDO:0000914
CHEBI:8024,MONDO:0012011
CHEBI:8707,MONDO:0008114
CHEBI:8707,MONDO:0005090
CHEBI:2663,MONDO:0020745
CHEBI:29073,MONDO:0009605
CHEBI:29073,MONDO:0008788
CHEBI:29073,MONDO:0009412
CHEBI:40237,MONDO:0007455
CHEBI:40237,MONDO:0007453
CHEBI:40237,MONDO:0010894
CHEBI:40237,MONDO:0007452
CHEBI:28487,OMIM:608622
CHEBI:28487,MONDO:0008071
CHEBI:5001,MONDO:0007762
CHEBI:5001,MONDO:0007751
CHEBI:7601,MONDO:0010580
CHEBI:7601,MONDO:0008591
CHEBI:7601,MONDO:0010853
CHEBI:7601,MONDO:0007186
CHEBI:6757,MONDO:0007085
CHEBI:5384,MONDO:0007455
CHEBI:5384,MONDO:0007453
CHEBI:5384,MONDO:0010894
CHEBI:5384,MONDO:0007452
CHEBI:43755,MONDO:0007797
CHEBI:43755,MONDO:0000914
CHEBI:43755,OMIM:608622
CHEBI:43755,MONDO:0012011
CHEBI:43755,MONDO:0008071
CHEBI:3112,MONDO:0007433
CHEBI:3112,MONDO:0008193
CHEBI:6716,MONDO:0007057
CHEBI:6716,MONDO:0007763
CHEBI:6716,MONDO:0007541
CHEBI:6716,MONDO:0008635
CHEBI:6716,OMIM:605839
CHEBI:8107,MONDO:0008131
CHEBI:8107,MONDO:0020745
CHEBI:8107,MONDO:0009013
CHEBI:8107,MONDO:0007085
CHEMBL.COMPOUND:CHEMBL1981292,MONDO:0007794
CHEBI:50381,MONDO:0009265
CHEBI:50924,MONDO:0008566
CHEBI:50924,MONDO:0007763
CHEBI:50924,MONDO:0007256
CHEBI:50924,OMIM:605839
CHEBI:6343,MONDO:0008233
CHEBI:6343,MONDO:0007201
CHEBI:6343,OMIM:608622
CHEBI:6343,MONDO:0024529
CHEBI:6343,MONDO:0008071
CHEBI:453011,MONDO:0007257
CHEBI:453011,MONDO:0007446
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0011797
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0007783
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0010789
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0007940
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0000914
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0021571
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0010983
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0009012
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0009391
CHEMBL.COMPOUND:CHEMBL1201288,MONDO:0020671
CHEBI:2654,MONDO:0010001
CHEBI:8461,MONDO:0011961
CHEBI:8461,MONDO:0008015
CHEBI:8461,MONDO:0007831
CHEBI:77585,MONDO:0021571
CHEBI:77585,MONDO:0007623
CHEBI:77585,MONDO:0007147
CHEBI:77585,MONDO:0007743
CHEBI:45716,MONDO:0010159
CHEBI:45716,MONDO:0009691
CHEBI:31397,MONDO:0008834
CHEBI:48376,MONDO:0008251
CHEBI:8713,MONDO:0007797
CHEBI:8713,OMIM:608622
CHEBI:8713,MONDO:0008071
CHEBI:3764,MONDO:0007257
CHEBI:3764,MONDO:0008905
CHEBI:16684,MONDO:0008591
CHEBI:16684,MONDO:0009172
CHEBI:7773,MONDO:0007782
CHEBI:7773,MONDO:0008114
CHEBI:7773,MONDO:0007079
CHEBI:132233,MONDO:0007743
CHEBI:114785,MONDO:0007763
CHEBI:6741,MONDO:0011835
CHEBI:6741,MONDO:0008827
CHEBI:6741,MONDO:0007584
CHEBI:6741,MONDO:0007704
CHEBI:6741,MONDO:0011923
CHEBI:6741,MONDO:0008143
CHEBI:51450,MONDO:0024533
CHEBI:51450,MONDO:0008071
CHEBI:2904,MONDO:0007201
CHEBI:2904,MONDO:0024529
CHEBI:45980,MONDO:0011513
CHEBI:45980,MONDO:0007433
CHEBI:45980,MONDO:0007088
CHEBI:3743,MONDO:0008617
CHEBI:3743,MONDO:0009172
CHEBI:6121,MONDO:0007830
CHEBI:64318,MONDO:0008000
CHEBI:64318,MONDO:0010253
CHEBI:6062,MONDO:0007186
CHEBI:6062,MONDO:0012011
CHEBI:5062,MONDO:0010811
CHEBI:5062,MONDO:0007184
CHEBI:5062,MONDO:0007830
CHEBI:5062,MONDO:0008696
CHEBI:5062,MONDO:0007085
CHEBI:3175,MONDO:0011129
CHEBI:3175,MONDO:0007664
CHEBI:3175,MONDO:0007665
CHEBI:3175,MONDO:0008071
DRUGBANK:DB05259,MONDO:0021571
CHEBI:6541,MONDO:0007797
CHEBI:6541,MONDO:0007781
CHEBI:6541,OMIM:608622
CHEBI:6541,MONDO:0008071
CHEBI:42944,MONDO:0011513
CHEBI:42944,MONDO:0007433
CHEBI:42944,MONDO:0007088
CHEBI:50729,MONDO:0018874
CHEBI:50729,MONDO:0007190
CHEBI:50729,MONDO:0009975
CHEBI:50729,MONDO:0007830
CHEBI:50729,MONDO:0021571
CHEBI:50729,MONDO:0009539
CHEBI:50729,MONDO:0009348
CHEBI:50729,MONDO:0023122
CHEBI:8448,MONDO:0007433
CHEBI:8448,MONDO:0008199
CHEBI:8448,MONDO:0008193
CHEBI:4788,MONDO:0020745
CHEBI:8874,MONDO:0011513
CHEBI:8874,MONDO:0007433
CHEBI:8874,MONDO:0008193
CHEBI:8874,MONDO:0007088
CHEBI:2673,MONDO:0009399
CHEBI:2673,MONDO:0009013
CHEBI:9566,MONDO:0005090
CHEBI:63631,MONDO:0008000
CHEBI:63631,MONDO:0009912
CHEBI:63631,MONDO:0010632
CHEBI:63631,MONDO:0011506
CHEBI:63631,MONDO:0007830
CHEBI:63631,MONDO:0010253
CHEBI:63631,MONDO:0011846
CHEBI:8430,MONDO:0007830
CHEBI:28241,MONDO:0009842
CHEBI:28241,MONDO:0020745
CHEBI:28241,MONDO:0008364
DRUGBANK:DB00067,MONDO:0007450
DRUGBANK:DB00067,OMIM:304900
CHEBI:6067,MONDO:0018874
CHEBI:6067,MONDO:0011462
CHEBI:4975,MONDO:0010580
CHEBI:4975,MONDO:0008591
CHEBI:4975,MONDO:0010853
CHEBI:4975,MONDO:0007186
CHEBI:38561,MONDO:0007751
CHEBI:16714,MONDO:0007782
CHEBI:16714,MONDO:0011961
CHEBI:16714,MONDO:0007704
CHEBI:6960,MONDO:0007797
CHEBI:6960,OMIM:608622
CHEBI:6960,MONDO:0008071
CHEBI:4868,MONDO:0011098
CHEBI:4868,MONDO:0023122
CHEBI:6427,MONDO:0010811
CHEBI:6427,MONDO:0011098
CHEBI:6427,MONDO:0007886
CHEBI:6427,MONDO:0007541
CHEBI:6427,MONDO:0011462
CHEBI:6427,MONDO:0008285
CHEBI:6427,MONDO:0023122
CHEBI:6933,MONDO:0009648
CHEBI:6933,MONDO:0007803
CHEBI:6933,MONDO:0024529
CHEBI:2549,MONDO:0008834
CHEBI:2549,MONDO:0010940
CHEBI:3640,MONDO:0008974
CHEBI:3640,MONDO:0008859
CHEBI:3640,MONDO:0009733
CHEBI:3640,MONDO:0010874
CHEBI:3640,MONDO:0008758
CHEBI:3640,OMIM:608622
CHEBI:3640,MONDO:0008071
CHEMBL.COMPOUND:CHEMBL1580,MONDO:0010159
CHEBI:31414,MONDO:0007899
CHEBI:31414,MONDO:0007446
CHEBI:9434,MONDO:0007781
CHEBI:9434,OMIM:608622
CHEBI:9434,MONDO:0008071
CHEBI:6128,MONDO:0011835
CHEBI:6128,MONDO:0007782
CHEBI:6128,MONDO:0008827
CHEBI:6128,MONDO:0007704
CHEBI:6128,MONDO:0011923
CHEBI:6128,MONDO:0008143
CHEBI:3216,MONDO:0007830
CHEBI:4031,MONDO:0007915
CHEBI:4031,MONDO:0009688
CHEBI:4469,MONDO:0007623
CHEBI:4469,MONDO:0007743
CHEBI:8502,MONDO:0010138
CHEBI:31441,MONDO:0008834
CHEBI:31441,MONDO:0010940
CHEBI:7575,MONDO:0000914
CHEBI:7575,MONDO:0020671
CHEBI:16467,MONDO:0009070
CHEBI:48416,OMIM:608622
CHEBI:48416,MONDO:0008071
CHEBI:9927,OMIM:608622
CHEBI:9927,MONDO:0008071
CHEBI:42068,MONDO:0018874
CHEBI:42068,MONDO:0009539
CHEBI:42068,MONDO:0009122
CHEBI:9352,MONDO:0021056
CHEBI:9352,MONDO:0011835
CHEBI:9352,MONDO:0008827
CHEBI:9352,MONDO:0007830
CHEBI:9352,MONDO:0007584
CHEBI:9352,MONDO:0007704
CHEBI:9352,MONDO:0011923
CHEBI:9352,MONDO:0008143
CHEBI:2668,MONDO:0000914
CHEBI:2668,MONDO:0008364
CHEBI:2668,MONDO:0007781
CHEBI:2668,OMIM:608622
CHEBI:2668,MONDO:0012011
CHEBI:2668,MONDO:0008071
CHEBI:3437,MONDO:0007664
CHEBI:3437,OMIM:608622
CHEBI:3437,MONDO:0008071
CHEBI:8059,MONDO:0009912
CHEBI:8059,MONDO:0010558
CHEBI:8059,MONDO:0019182
CHEBI:6076,MONDO:0009781
CHEBI:6076,MONDO:0007257
CHEBI:6076,MONDO:0008905
CHEBI:6076,MONDO:0011179
